Ref_Date,GEO,SEX,AGE,Value
2016,"Powell River, British Columbia",Females,56 years,198
2016,"Powell River, British Columbia",Females,57 years,191
2016,"Powell River, British Columbia",Females,58 years,179
2016,"Powell River, British Columbia",Females,59 years,173
2016,"Powell River, British Columbia",Females,60 years,179
2016,"Powell River, British Columbia",Females,61 years,194
2016,"Powell River, British Columbia",Females,62 years,194
2016,"Powell River, British Columbia",Females,63 years,198
2016,"Powell River, British Columbia",Females,64 years,199
2016,"Powell River, British Columbia",Females,65 years,175
2016,"Powell River, British Columbia",Females,66 years,176
2016,"Powell River, British Columbia",Females,67 years,189
2016,"Powell River, British Columbia",Females,68 years,181
2016,"Powell River, British Columbia",Females,69 years,170
2016,"Powell River, British Columbia",Females,70 years,138
2016,"Powell River, British Columbia",Females,71 years,149
2016,"Powell River, British Columbia",Females,72 years,146
2016,"Powell River, British Columbia",Females,73 years,110
2016,"Powell River, British Columbia",Females,74 years,104
2016,"Powell River, British Columbia",Females,75 years,115
2016,"Powell River, British Columbia",Females,76 years,111
2016,"Powell River, British Columbia",Females,77 years,93
2016,"Powell River, British Columbia",Females,78 years,100
2016,"Powell River, British Columbia",Females,79 years,62
2016,"Powell River, British Columbia",Females,80 years,61
2016,"Powell River, British Columbia",Females,81 years,66
2016,"Powell River, British Columbia",Females,82 years,72
2016,"Powell River, British Columbia",Females,83 years,62
2016,"Powell River, British Columbia",Females,84 years,61
2016,"Powell River, British Columbia",Females,85 years,71
2016,"Powell River, British Columbia",Females,86 years,66
2016,"Powell River, British Columbia",Females,87 years,48
2016,"Powell River, British Columbia",Females,88 years,35
2016,"Powell River, British Columbia",Females,89 years,46
2016,"Powell River, British Columbia",Females,90 years and over,166
2016,"Sunshine Coast, British Columbia",Males,0 years,108
2016,"Sunshine Coast, British Columbia",Males,1 year,107
2016,"Sunshine Coast, British Columbia",Males,2 years,105
2016,"Sunshine Coast, British Columbia",Males,3 years,107
2016,"Sunshine Coast, British Columbia",Males,4 years,90
2016,"Sunshine Coast, British Columbia",Males,5 years,103
2016,"Sunshine Coast, British Columbia",Males,6 years,122
2016,"Sunshine Coast, British Columbia",Males,7 years,123
2016,"Sunshine Coast, British Columbia",Males,8 years,113
2016,"Sunshine Coast, British Columbia",Males,9 years,137
2016,"Sunshine Coast, British Columbia",Males,10 years,110
2016,"Sunshine Coast, British Columbia",Males,11 years,92
2016,"Sunshine Coast, British Columbia",Males,12 years,98
2016,"Sunshine Coast, British Columbia",Males,13 years,113
2016,"Sunshine Coast, British Columbia",Males,14 years,112
2016,"Sunshine Coast, British Columbia",Males,15 years,131
2016,"Sunshine Coast, British Columbia",Males,16 years,150
2016,"Sunshine Coast, British Columbia",Males,17 years,130
2016,"Sunshine Coast, British Columbia",Males,18 years,143
2016,"Sunshine Coast, British Columbia",Males,19 years,137
2016,"Sunshine Coast, British Columbia",Males,20 years,164
2016,"Sunshine Coast, British Columbia",Males,21 years,140
2016,"Sunshine Coast, British Columbia",Males,22 years,138
2016,"Sunshine Coast, British Columbia",Males,23 years,148
2016,"Sunshine Coast, British Columbia",Males,24 years,155
2016,"Sunshine Coast, British Columbia",Males,25 years,146
2016,"Sunshine Coast, British Columbia",Males,26 years,126
2016,"Sunshine Coast, British Columbia",Males,27 years,124
2016,"Sunshine Coast, British Columbia",Males,28 years,123
2016,"Sunshine Coast, British Columbia",Males,29 years,120
2016,"Sunshine Coast, British Columbia",Males,30 years,101
2016,"Sunshine Coast, British Columbia",Males,31 years,101
2016,"Sunshine Coast, British Columbia",Males,32 years,108
2016,"Sunshine Coast, British Columbia",Males,33 years,82
2016,"Sunshine Coast, British Columbia",Males,34 years,105
2016,"Sunshine Coast, British Columbia",Males,35 years,90
2016,"Sunshine Coast, British Columbia",Males,36 years,106
2016,"Sunshine Coast, British Columbia",Males,37 years,102
2016,"Sunshine Coast, British Columbia",Males,38 years,121
2016,"Sunshine Coast, British Columbia",Males,39 years,127
2016,"Sunshine Coast, British Columbia",Males,40 years,126
2016,"Sunshine Coast, British Columbia",Males,41 years,148
2016,"Sunshine Coast, British Columbia",Males,42 years,118
2016,"Sunshine Coast, British Columbia",Males,43 years,127
2016,"Sunshine Coast, British Columbia",Males,44 years,148
2016,"Sunshine Coast, British Columbia",Males,45 years,148
2016,"Sunshine Coast, British Columbia",Males,46 years,137
2016,"Sunshine Coast, British Columbia",Males,47 years,147
2016,"Sunshine Coast, British Columbia",Males,48 years,159
2016,"Sunshine Coast, British Columbia",Males,49 years,180
2016,"Sunshine Coast, British Columbia",Males,50 years,211
2016,"Sunshine Coast, British Columbia",Males,51 years,188
2016,"Sunshine Coast, British Columbia",Males,52 years,221
2016,"Sunshine Coast, British Columbia",Males,53 years,238
2016,"Sunshine Coast, British Columbia",Males,54 years,243
2016,"Sunshine Coast, British Columbia",Males,55 years,228
2016,"Sunshine Coast, British Columbia",Males,56 years,283
2016,"Sunshine Coast, British Columbia",Males,57 years,253
2016,"Sunshine Coast, British Columbia",Males,58 years,279
2016,"Sunshine Coast, British Columbia",Males,59 years,265
2016,"Sunshine Coast, British Columbia",Males,60 years,267
2016,"Sunshine Coast, British Columbia",Males,61 years,278
2016,"Sunshine Coast, British Columbia",Males,62 years,284
2016,"Sunshine Coast, British Columbia",Males,63 years,276
2016,"Sunshine Coast, British Columbia",Males,64 years,254
2016,"Sunshine Coast, British Columbia",Males,65 years,259
2016,"Sunshine Coast, British Columbia",Males,66 years,292
2016,"Sunshine Coast, British Columbia",Males,67 years,274
2016,"Sunshine Coast, British Columbia",Males,68 years,254
2016,"Sunshine Coast, British Columbia",Males,69 years,281
2016,"Sunshine Coast, British Columbia",Males,70 years,241
2016,"Sunshine Coast, British Columbia",Males,71 years,234
2016,"Sunshine Coast, British Columbia",Males,72 years,242
2016,"Sunshine Coast, British Columbia",Males,73 years,234
2016,"Sunshine Coast, British Columbia",Males,74 years,207
2016,"Sunshine Coast, British Columbia",Males,75 years,165
2016,"Sunshine Coast, British Columbia",Males,76 years,156
2016,"Sunshine Coast, British Columbia",Males,77 years,147
2016,"Sunshine Coast, British Columbia",Males,78 years,134
2016,"Sunshine Coast, British Columbia",Males,79 years,121
2016,"Sunshine Coast, British Columbia",Males,80 years,125
2016,"Sunshine Coast, British Columbia",Males,81 years,111
2016,"Sunshine Coast, British Columbia",Males,82 years,115
2016,"Sunshine Coast, British Columbia",Males,83 years,88
2016,"Sunshine Coast, British Columbia",Males,84 years,81
2016,"Sunshine Coast, British Columbia",Males,85 years,88
2016,"Sunshine Coast, British Columbia",Males,86 years,73
2016,"Sunshine Coast, British Columbia",Males,87 years,73
2016,"Sunshine Coast, British Columbia",Males,88 years,64
2016,"Sunshine Coast, British Columbia",Males,89 years,37
2016,"Sunshine Coast, British Columbia",Males,90 years and over,154
2016,"Sunshine Coast, British Columbia",Females,0 years,93
2016,"Sunshine Coast, British Columbia",Females,1 year,98
2016,"Sunshine Coast, British Columbia",Females,2 years,98
2016,"Sunshine Coast, British Columbia",Females,3 years,100
2016,"Sunshine Coast, British Columbia",Females,4 years,107
2016,"Sunshine Coast, British Columbia",Females,5 years,109
2016,"Sunshine Coast, British Columbia",Females,6 years,104
2016,"Sunshine Coast, British Columbia",Females,7 years,129
2016,"Sunshine Coast, British Columbia",Females,8 years,115
2016,"Sunshine Coast, British Columbia",Females,9 years,113
2016,"Sunshine Coast, British Columbia",Females,10 years,110
2016,"Sunshine Coast, British Columbia",Females,11 years,126
2016,"Sunshine Coast, British Columbia",Females,12 years,137
2016,"Sunshine Coast, British Columbia",Females,13 years,116
2016,"Sunshine Coast, British Columbia",Females,14 years,123
2016,"Sunshine Coast, British Columbia",Females,15 years,117
2016,"Sunshine Coast, British Columbia",Females,16 years,124
2016,"Sunshine Coast, British Columbia",Females,17 years,139
2016,"Sunshine Coast, British Columbia",Females,18 years,135
2016,"Sunshine Coast, British Columbia",Females,19 years,150
2016,"Sunshine Coast, British Columbia",Females,20 years,170
2016,"Sunshine Coast, British Columbia",Females,21 years,135
2016,"Sunshine Coast, British Columbia",Females,22 years,113
2016,"Sunshine Coast, British Columbia",Females,23 years,136
2016,"Sunshine Coast, British Columbia",Females,24 years,73
2016,"Sunshine Coast, British Columbia",Females,25 years,103
2016,"Sunshine Coast, British Columbia",Females,26 years,101
2016,"Sunshine Coast, British Columbia",Females,27 years,103
2016,"Sunshine Coast, British Columbia",Females,28 years,103
2016,"Sunshine Coast, British Columbia",Females,29 years,112
2016,"Sunshine Coast, British Columbia",Females,30 years,94
2016,"Sunshine Coast, British Columbia",Females,31 years,96
2016,"Sunshine Coast, British Columbia",Females,32 years,112
2016,"Sunshine Coast, British Columbia",Females,33 years,106
2016,"Sunshine Coast, British Columbia",Females,34 years,113
2016,"Sunshine Coast, British Columbia",Females,35 years,131
2016,"Sunshine Coast, British Columbia",Females,36 years,120
2016,"Sunshine Coast, British Columbia",Females,37 years,136
2016,"Sunshine Coast, British Columbia",Females,38 years,120
2016,"Sunshine Coast, British Columbia",Females,39 years,116
2016,"Sunshine Coast, British Columbia",Females,40 years,113
2016,"Sunshine Coast, British Columbia",Females,41 years,125
2016,"Sunshine Coast, British Columbia",Females,42 years,128
2016,"Sunshine Coast, British Columbia",Females,43 years,115
2016,"Sunshine Coast, British Columbia",Females,44 years,122
2016,"Sunshine Coast, British Columbia",Females,45 years,153
2016,"Sunshine Coast, British Columbia",Females,46 years,185
2016,"Sunshine Coast, British Columbia",Females,47 years,177
2016,"Sunshine Coast, British Columbia",Females,48 years,187
2016,"Sunshine Coast, British Columbia",Females,49 years,204
2016,"Sunshine Coast, British Columbia",Females,50 years,224
2016,"Sunshine Coast, British Columbia",Females,51 years,226
2016,"Sunshine Coast, British Columbia",Females,52 years,261
2016,"Sunshine Coast, British Columbia",Females,53 years,262
2016,"Sunshine Coast, British Columbia",Females,54 years,263
2016,"Sunshine Coast, British Columbia",Females,55 years,289
2016,"Sunshine Coast, British Columbia",Females,56 years,283
2016,"Sunshine Coast, British Columbia",Females,57 years,284
2016,"Sunshine Coast, British Columbia",Females,58 years,298
2016,"Sunshine Coast, British Columbia",Females,59 years,289
2016,"Sunshine Coast, British Columbia",Females,60 years,287
2016,"Sunshine Coast, British Columbia",Females,61 years,289
2016,"Sunshine Coast, British Columbia",Females,62 years,314
2016,"Sunshine Coast, British Columbia",Females,63 years,272
2016,"Sunshine Coast, British Columbia",Females,64 years,283
2016,"Sunshine Coast, British Columbia",Females,65 years,308
2016,"Sunshine Coast, British Columbia",Females,66 years,315
2016,"Sunshine Coast, British Columbia",Females,67 years,284
2016,"Sunshine Coast, British Columbia",Females,68 years,291
2016,"Sunshine Coast, British Columbia",Females,69 years,295
2016,"Sunshine Coast, British Columbia",Females,70 years,245
2016,"Sunshine Coast, British Columbia",Females,71 years,234
2016,"Sunshine Coast, British Columbia",Females,72 years,230
2016,"Sunshine Coast, British Columbia",Females,73 years,215
2016,"Sunshine Coast, British Columbia",Females,74 years,190
2016,"Sunshine Coast, British Columbia",Females,75 years,179
2016,"Sunshine Coast, British Columbia",Females,76 years,148
2016,"Sunshine Coast, British Columbia",Females,77 years,141
2016,"Sunshine Coast, British Columbia",Females,78 years,139
2016,"Sunshine Coast, British Columbia",Females,79 years,143
2016,"Sunshine Coast, British Columbia",Females,80 years,125
2016,"Sunshine Coast, British Columbia",Females,81 years,111
2016,"Sunshine Coast, British Columbia",Females,82 years,126
2016,"Sunshine Coast, British Columbia",Females,83 years,106
2016,"Sunshine Coast, British Columbia",Females,84 years,104
2016,"Sunshine Coast, British Columbia",Females,85 years,123
2016,"Sunshine Coast, British Columbia",Females,86 years,88
2016,"Sunshine Coast, British Columbia",Females,87 years,70
2016,"Sunshine Coast, British Columbia",Females,88 years,82
2016,"Sunshine Coast, British Columbia",Females,89 years,68
2016,"Sunshine Coast, British Columbia",Females,90 years and over,203
2016,"Squamish-Lillooet, British Columbia",Males,0 years,270
2016,"Squamish-Lillooet, British Columbia",Males,1 year,274
2016,"Squamish-Lillooet, British Columbia",Males,2 years,269
2016,"Squamish-Lillooet, British Columbia",Males,3 years,274
2016,"Squamish-Lillooet, British Columbia",Males,4 years,257
2016,"Squamish-Lillooet, British Columbia",Males,5 years,282
2016,"Squamish-Lillooet, British Columbia",Males,6 years,284
2016,"Squamish-Lillooet, British Columbia",Males,7 years,296
2016,"Squamish-Lillooet, British Columbia",Males,8 years,270
2016,"Squamish-Lillooet, British Columbia",Males,9 years,245
2016,"Squamish-Lillooet, British Columbia",Males,10 years,269
2016,"Squamish-Lillooet, British Columbia",Males,11 years,228
2016,"Squamish-Lillooet, British Columbia",Males,12 years,234
2016,"Squamish-Lillooet, British Columbia",Males,13 years,225
2016,"Squamish-Lillooet, British Columbia",Males,14 years,231
2016,"Squamish-Lillooet, British Columbia",Males,15 years,246
2016,"Squamish-Lillooet, British Columbia",Males,16 years,233
2016,"Squamish-Lillooet, British Columbia",Males,17 years,256
2016,"Squamish-Lillooet, British Columbia",Males,18 years,230
2016,"Squamish-Lillooet, British Columbia",Males,19 years,284
2016,"Squamish-Lillooet, British Columbia",Males,20 years,306
2016,"Squamish-Lillooet, British Columbia",Males,21 years,319
2016,"Squamish-Lillooet, British Columbia",Males,22 years,308
2016,"Squamish-Lillooet, British Columbia",Males,23 years,329
2016,"Squamish-Lillooet, British Columbia",Males,24 years,351
2016,"Squamish-Lillooet, British Columbia",Males,25 years,395
2016,"Squamish-Lillooet, British Columbia",Males,26 years,393
2016,"Squamish-Lillooet, British Columbia",Males,27 years,402
2016,"Squamish-Lillooet, British Columbia",Males,28 years,369
2016,"Squamish-Lillooet, British Columbia",Males,29 years,422
2016,"Squamish-Lillooet, British Columbia",Males,30 years,396
2016,"Squamish-Lillooet, British Columbia",Males,31 years,381
2016,"Squamish-Lillooet, British Columbia",Males,32 years,402
2016,"Squamish-Lillooet, British Columbia",Males,33 years,410
2016,"Squamish-Lillooet, British Columbia",Males,34 years,411
2016,"Squamish-Lillooet, British Columbia",Males,35 years,446
2016,"Squamish-Lillooet, British Columbia",Males,36 years,436
2016,"Squamish-Lillooet, British Columbia",Males,37 years,425
2016,"Squamish-Lillooet, British Columbia",Males,38 years,420
2016,"Squamish-Lillooet, British Columbia",Males,39 years,415
2016,"Squamish-Lillooet, British Columbia",Males,40 years,424
2016,"Squamish-Lillooet, British Columbia",Males,41 years,428
2016,"Squamish-Lillooet, British Columbia",Males,42 years,436
2016,"Squamish-Lillooet, British Columbia",Males,43 years,451
2016,"Squamish-Lillooet, British Columbia",Males,44 years,387
2016,"Squamish-Lillooet, British Columbia",Males,45 years,393
2016,"Squamish-Lillooet, British Columbia",Males,46 years,362
2016,"Squamish-Lillooet, British Columbia",Males,47 years,350
2016,"Squamish-Lillooet, British Columbia",Males,48 years,340
2016,"Squamish-Lillooet, British Columbia",Males,49 years,326
2016,"Squamish-Lillooet, British Columbia",Males,50 years,320
2016,"Squamish-Lillooet, British Columbia",Males,51 years,328
2016,"Squamish-Lillooet, British Columbia",Males,52 years,289
2016,"Squamish-Lillooet, British Columbia",Males,53 years,312
2016,"Squamish-Lillooet, British Columbia",Males,54 years,326
2016,"Squamish-Lillooet, British Columbia",Males,55 years,311
2016,"Squamish-Lillooet, British Columbia",Males,56 years,292
2016,"Squamish-Lillooet, British Columbia",Males,57 years,281
2016,"Squamish-Lillooet, British Columbia",Males,58 years,278
2016,"Squamish-Lillooet, British Columbia",Males,59 years,279
2016,"Squamish-Lillooet, British Columbia",Males,60 years,261
2016,"Squamish-Lillooet, British Columbia",Males,61 years,271
2016,"Squamish-Lillooet, British Columbia",Males,62 years,239
2016,"Squamish-Lillooet, British Columbia",Males,63 years,232
2016,"Squamish-Lillooet, British Columbia",Males,64 years,219
2016,"Squamish-Lillooet, British Columbia",Males,65 years,226
2016,"Squamish-Lillooet, British Columbia",Males,66 years,217
2016,"Squamish-Lillooet, British Columbia",Males,67 years,201
2016,"Squamish-Lillooet, British Columbia",Males,68 years,176
2016,"Squamish-Lillooet, British Columbia",Males,69 years,185
2016,"Squamish-Lillooet, British Columbia",Males,70 years,136
2016,"Squamish-Lillooet, British Columbia",Males,71 years,147
2016,"Squamish-Lillooet, British Columbia",Males,72 years,142
2016,"Squamish-Lillooet, British Columbia",Males,73 years,116
2016,"Squamish-Lillooet, British Columbia",Males,74 years,111
2016,"Squamish-Lillooet, British Columbia",Males,75 years,110
2016,"Squamish-Lillooet, British Columbia",Males,76 years,91
2016,"Squamish-Lillooet, British Columbia",Males,77 years,84
2016,"Squamish-Lillooet, British Columbia",Males,78 years,64
2016,"Squamish-Lillooet, British Columbia",Males,79 years,50
2016,"Squamish-Lillooet, British Columbia",Males,80 years,53
2016,"Squamish-Lillooet, British Columbia",Males,81 years,51
2016,"Squamish-Lillooet, British Columbia",Males,82 years,51
2016,"Squamish-Lillooet, British Columbia",Males,83 years,43
2016,"Squamish-Lillooet, British Columbia",Males,84 years,39
2016,"Squamish-Lillooet, British Columbia",Males,85 years,37
2016,"Squamish-Lillooet, British Columbia",Males,86 years,24
2016,"Squamish-Lillooet, British Columbia",Males,87 years,35
2016,"Squamish-Lillooet, British Columbia",Males,88 years,20
2016,"Squamish-Lillooet, British Columbia",Males,89 years,13
2016,"Squamish-Lillooet, British Columbia",Males,90 years and over,40
2016,"Squamish-Lillooet, British Columbia",Females,0 years,257
2016,"Squamish-Lillooet, British Columbia",Females,1 year,259
2016,"Squamish-Lillooet, British Columbia",Females,2 years,253
2016,"Squamish-Lillooet, British Columbia",Females,3 years,257
2016,"Squamish-Lillooet, British Columbia",Females,4 years,250
2016,"Squamish-Lillooet, British Columbia",Females,5 years,261
2016,"Squamish-Lillooet, British Columbia",Females,6 years,258
2016,"Squamish-Lillooet, British Columbia",Females,7 years,245
2016,"Squamish-Lillooet, British Columbia",Females,8 years,246
2016,"Squamish-Lillooet, British Columbia",Females,9 years,231
2016,"Squamish-Lillooet, British Columbia",Females,10 years,203
2016,"Squamish-Lillooet, British Columbia",Females,11 years,215
2016,"Squamish-Lillooet, British Columbia",Females,12 years,236
2016,"Squamish-Lillooet, British Columbia",Females,13 years,204
2016,"Squamish-Lillooet, British Columbia",Females,14 years,221
2016,"Squamish-Lillooet, British Columbia",Females,15 years,209
2016,"Squamish-Lillooet, British Columbia",Females,16 years,196
2016,"Squamish-Lillooet, British Columbia",Females,17 years,208
2016,"Squamish-Lillooet, British Columbia",Females,18 years,238
2016,"Squamish-Lillooet, British Columbia",Females,19 years,283
2016,"Squamish-Lillooet, British Columbia",Females,20 years,287
2016,"Squamish-Lillooet, British Columbia",Females,21 years,299
2016,"Squamish-Lillooet, British Columbia",Females,22 years,307
2016,"Squamish-Lillooet, British Columbia",Females,23 years,295
2016,"Squamish-Lillooet, British Columbia",Females,24 years,283
2016,"Squamish-Lillooet, British Columbia",Females,25 years,266
2016,"Squamish-Lillooet, British Columbia",Females,26 years,292
2016,"Squamish-Lillooet, British Columbia",Females,27 years,344
2016,"Squamish-Lillooet, British Columbia",Females,28 years,337
2016,"Squamish-Lillooet, British Columbia",Females,29 years,346
2016,"Squamish-Lillooet, British Columbia",Females,30 years,384
2016,"Squamish-Lillooet, British Columbia",Females,31 years,380
2016,"Squamish-Lillooet, British Columbia",Females,32 years,443
2016,"Squamish-Lillooet, British Columbia",Females,33 years,402
2016,"Squamish-Lillooet, British Columbia",Females,34 years,399
2016,"Squamish-Lillooet, British Columbia",Females,35 years,419
2016,"Squamish-Lillooet, British Columbia",Females,36 years,420
2016,"Squamish-Lillooet, British Columbia",Females,37 years,394
2016,"Squamish-Lillooet, British Columbia",Females,38 years,380
2016,"Squamish-Lillooet, British Columbia",Females,39 years,399
2016,"Squamish-Lillooet, British Columbia",Females,40 years,391
2016,"Squamish-Lillooet, British Columbia",Females,41 years,385
2016,"Squamish-Lillooet, British Columbia",Females,42 years,396
2016,"Squamish-Lillooet, British Columbia",Females,43 years,357
2016,"Squamish-Lillooet, British Columbia",Females,44 years,343
2016,"Squamish-Lillooet, British Columbia",Females,45 years,377
2016,"Squamish-Lillooet, British Columbia",Females,46 years,314
2016,"Squamish-Lillooet, British Columbia",Females,47 years,313
2016,"Squamish-Lillooet, British Columbia",Females,48 years,305
2016,"Squamish-Lillooet, British Columbia",Females,49 years,280
2016,"Squamish-Lillooet, British Columbia",Females,50 years,282
2016,"Squamish-Lillooet, British Columbia",Females,51 years,302
2016,"Squamish-Lillooet, British Columbia",Females,52 years,315
2016,"Squamish-Lillooet, British Columbia",Females,53 years,294
2016,"Squamish-Lillooet, British Columbia",Females,54 years,259
2016,"Squamish-Lillooet, British Columbia",Females,55 years,302
2016,"Squamish-Lillooet, British Columbia",Females,56 years,259
2016,"Squamish-Lillooet, British Columbia",Females,57 years,245
2016,"Squamish-Lillooet, British Columbia",Females,58 years,252
2016,"Squamish-Lillooet, British Columbia",Females,59 years,244
2016,"Squamish-Lillooet, British Columbia",Females,60 years,241
2016,"Squamish-Lillooet, British Columbia",Females,61 years,225
2016,"Squamish-Lillooet, British Columbia",Females,62 years,237
2016,"Squamish-Lillooet, British Columbia",Females,63 years,212
2016,"Squamish-Lillooet, British Columbia",Females,64 years,190
2016,"Squamish-Lillooet, British Columbia",Females,65 years,204
2016,"Squamish-Lillooet, British Columbia",Females,66 years,170
2016,"Squamish-Lillooet, British Columbia",Females,67 years,164
2016,"Squamish-Lillooet, British Columbia",Females,68 years,142
2016,"Squamish-Lillooet, British Columbia",Females,69 years,168
2016,"Squamish-Lillooet, British Columbia",Females,70 years,123
2016,"Squamish-Lillooet, British Columbia",Females,71 years,115
2016,"Squamish-Lillooet, British Columbia",Females,72 years,115
2016,"Squamish-Lillooet, British Columbia",Females,73 years,125
2016,"Squamish-Lillooet, British Columbia",Females,74 years,99
2016,"Squamish-Lillooet, British Columbia",Females,75 years,95
2016,"Squamish-Lillooet, British Columbia",Females,76 years,93
2016,"Squamish-Lillooet, British Columbia",Females,77 years,78
2016,"Squamish-Lillooet, British Columbia",Females,78 years,63
2016,"Squamish-Lillooet, British Columbia",Females,79 years,66
2016,"Squamish-Lillooet, British Columbia",Females,80 years,62
2016,"Squamish-Lillooet, British Columbia",Females,81 years,61
2016,"Squamish-Lillooet, British Columbia",Females,82 years,42
2016,"Squamish-Lillooet, British Columbia",Females,83 years,54
2016,"Squamish-Lillooet, British Columbia",Females,84 years,61
2016,"Squamish-Lillooet, British Columbia",Females,85 years,40
2016,"Squamish-Lillooet, British Columbia",Females,86 years,25
2016,"Squamish-Lillooet, British Columbia",Females,87 years,28
2016,"Squamish-Lillooet, British Columbia",Females,88 years,21
2016,"Squamish-Lillooet, British Columbia",Females,89 years,19
2016,"Squamish-Lillooet, British Columbia",Females,90 years and over,88
